特徵1,特徵2,類別
-3.2299640509553162,8.664253628446389,0
5.73836137747059,2.3676710155323533,1
-5.652891747960443,10.00056913344859,0
6.9033019176807375,2.182663059338939,1
4.409045678490754,2.335026494741067,1
4.940470256643153,2.3889075353371028,1
-1.5221437285289234,7.5492737482330945,0
4.59822471258181,0.5707560387972936,1
2.7108989547546285,2.194730314179497,1
-3.8903899159595134,9.465123750213127,0
-2.647975561918639,8.652961693491175,0
3.470260831955316,2.9176712084316745,1
5.344107348788426,4.601716434912706,1
-3.1624568924829695,9.14739323585016,0
-0.7504191003468854,8.743354567614478,0
-2.7901816727207533,8.733321779859304,0
3.5365697551475375,3.8330909699617792,1
4.9489393050954185,1.8838345850213314,1
4.95173818932621,2.9113571300735046,1
3.7974151235752784,1.5799751080234101,1
-0.6141422444438804,9.935207803181813,0
4.228621416395978,1.0104369608747894,1
-2.525394292738271,7.745033013451241,0
-0.735724769362931,8.392361866269944,0
4.004166591707655,2.5890906036767594,1
-3.2312455577280264,11.237019949609046,0
5.616099497071705,0.4961325042199858,1
-2.0755228964426533,10.859930007957484,0
-1.271998196057609,10.131822271137759,0
5.2662087149683785,2.329551291820555,1
-2.4281637774272418,7.304588304742174,0
-3.3215040234199007,9.748297674807363,0
-4.103020881730867,9.25051961124127,0
-3.072566886174693,9.66535818050148,0
-2.7728038884577644,9.442821214012417,0
-2.0968556755705965,6.898637941763041,0
-2.5956097689491506,10.21852560566875,0
3.3651143797567755,2.54148060070295,1
6.32323200935142,0.29094840858999493,1
6.011266213646126,2.875489323164861,1
-1.5341666361797126,10.641774162483308,0
4.912830757753056,3.5417409890796456,1
-2.120296859778996,8.552187391698741,0
-2.404741141166945,8.65547730763928,0
3.669686512756276,1.3710612316392883,1
4.712155088157333,4.929060218923075,1
-4.579099022068389,8.339541093109155,0
4.169349052469512,0.2169517461821897,1
-3.0842067084670983,8.791495356201741,0
2.779082718948742,2.0554452537079646,1
3.4512352460712754,1.2936124084174057,1
4.75637189544575,3.135543672580199,1
6.878808249601809,2.541769189034877,1
2.9414339457676046,1.468395296622301,1
-2.552188869984692,10.891858515175128,0
-3.065298854427705,8.455410423914014,0
-1.6230377270582577,9.219928065626286,0
3.8238491703339124,2.251874120533936,1
-2.2188428971735092,6.718349834608964,0
4.759460474333271,1.368998899001293,1
4.995223168705593,2.2864360105565993,1
-2.111681505368473,10.184940280745153,0
4.991565804186519,1.1159479823090908,1
3.155537983174403,0.3886217482396004,1
-4.283424011493663,8.150473078124671,0
3.210314639584923,2.7610340143013277,1
-3.5162586509199163,8.643231277176865,0
6.0301935310369865,0.9883509019186795,1
2.3373533778692517,1.9413530334016718,1
4.446335982228891,2.458030712118178,1
-2.3990846912101476,6.629203430677251,0
-3.836799591859984,7.578838179301517,0
-3.061964148204495,10.282832799661021,0
5.5891171726797575,0.8819047381870453,1
4.646014984199055,1.6916651238905558,1
-2.075234392995589,8.240142422672172,0
-2.2585613090470438,6.662681979542591,0
3.699974885424617,1.5866958644939213,1
-3.724594967454059,9.39138292731265,0
-3.598826513678203,7.319521686595972,0
